Name,ID,Mobile URL,Image URL,Image URL Hi,Price,Sale Price,New Item,Position,Category Name,Description,Colors,Mobile URL Colors,Sizes,Stock Levels
Cargo Pant,175334,https://www.supremenewyork.com/mobile/#products/175334,https://assets.supremenewyork.com/244883/ca/i1bwretetoY.jpg,https://assets.supremenewyork.com/244883/rc/i1bwretetoY.jpg,168.00,0.00,False,39,Pants,"All cotton with enzyme wash. Slanted front pockets and button flap back pockets. Button flap cargo pockets at thighs and lower legs. Button fly closure, twill tape size adjusters at waist and drawstring at cuffs.","Branch Woodland Camo,Black,White,Brown","'https://www.supremenewyork.com/mobile/#products/175334/34805', 'https://www.supremenewyork.com/mobile/#products/175334/34806', 'https://www.supremenewyork.com/mobile/#products/175334/34807', 'https://www.supremenewyork.com/mobile/#products/175334/34808'","30,32,34,36,38","0, 0, 0, 0, 0, 'END OF STOCK FOR Branch Woodland Camo', 1, 1, 1, 1, 0, 'END OF STOCK FOR Black', 1, 1, 1, 1, 0, 'END OF STOCK FOR White', 1, 1, 0, 0, 0, 'END OF STOCK FOR Brown'"
Regular Jean,175265,https://www.supremenewyork.com/mobile/#products/175265,https://assets.supremenewyork.com/244782/ca/3jjobomAT3Y.jpg,https://assets.supremenewyork.com/244782/rc/3jjobomAT3Y.jpg,158.00,0.00,False,40,Pants,"All cotton 13 oz. denim with enzyme wash. Classic 5-pocket style with button fly, single coin pocket, copper oxide rivets and embroidered logo on back pocket.","Dyed Rust,Washed Blue,Washed Black,Natural","'https://www.supremenewyork.com/mobile/#products/175265/34540', 'https://www.supremenewyork.com/mobile/#products/175265/34542', 'https://www.supremenewyork.com/mobile/#products/175265/34541', 'https://www.supremenewyork.com/mobile/#products/175265/34543'","30,32,34,36,38","1, 1, 1, 1, 0, 'END OF STOCK FOR Dyed Rust', 1, 1, 1, 1, 0, 'END OF STOCK FOR Washed Blue', 1, 1, 1, 1, 0, 'END OF STOCK FOR Washed Black', 1, 1, 1, 1, 1, 'END OF STOCK FOR Natural'"
Rigid Slim Jean,175267,https://www.supremenewyork.com/mobile/#products/175267,https://assets.supremenewyork.com/244797/ca/VOleTdoBxp8.jpg,https://assets.supremenewyork.com/244797/rc/VOleTdoBxp8.jpg,168.00,0.00,False,41,Pants,"All cotton 14 oz. selvedge denim. Classic 5-pocket style with button fly, single coin pocket, copper rivets and leather logo patch on back.",Rigid Indigo,'https://www.supremenewyork.com/mobile/#products/175267/34547',"30,32,34,36,38","1, 1, 1, 1, 0, 'END OF STOCK FOR Rigid Indigo'"
Stone Washed Slim Jean,175308,https://www.supremenewyork.com/mobile/#products/175308,https://assets.supremenewyork.com/244809/ca/a8QD988Vylc.jpg,https://assets.supremenewyork.com/244809/rc/a8QD988Vylc.jpg,178.00,0.00,False,42,Pants,"All cotton 14 oz. selvedge denim with stone wash. Classic 5-pocket style with button fly, single coin pocket, copper oxide rivets and leather logo patch on back.",Stone Washed Indigo,'https://www.supremenewyork.com/mobile/#products/175308/34710',"30,32,34,36,38","1, 1, 1, 1, 0, 'END OF STOCK FOR Stone Washed Indigo'"
Stone Washed Black Slim Jean,175285,https://www.supremenewyork.com/mobile/#products/175285,https://assets.supremenewyork.com/244775/ca/GJqfmox8i7U.jpg,https://assets.supremenewyork.com/244775/rc/GJqfmox8i7U.jpg,158.00,0.00,False,43,Pants,"All cotton 14 oz. denim with stone wash. Classic 5-pocket style with button fly, single coin pocket, copper oxide rivets and leather logo patch on back.",Washed Black,'https://www.supremenewyork.com/mobile/#products/175285/34636',"30,32,34,36,38","1, 1, 1, 1, 0, 'END OF STOCK FOR Washed Black'"
Small Box Sweatshort,175268,https://www.supremenewyork.com/mobile/#products/175268,https://assets.supremenewyork.com/245194/ca/sJaqCicc9UI.jpg,https://assets.supremenewyork.com/245194/rc/sJaqCicc9UI.jpg,118.00,0.00,False,44,Shorts,Heavyweight crossgrain brushed-back fleece. On seam hand pockets and single back patch pocket. Elastic waistband with interior drawcord. Embroidered logo patch at waist.,"Light Olive,Black,Ash Grey,Bright Orange,Dark Brown,Raspberry,Light Slate","'https://www.supremenewyork.com/mobile/#products/175268/34548', 'https://www.supremenewyork.com/mobile/#products/175268/34553', 'https://www.supremenewyork.com/mobile/#products/175268/34551', 'https://www.supremenewyork.com/mobile/#products/175268/34550', 'https://www.supremenewyork.com/mobile/#products/175268/34552', 'https://www.supremenewyork.com/mobile/#products/175268/34554', 'https://www.supremenewyork.com/mobile/#products/175268/34549'","Small,Medium,Large,XLarge,XXL","1, 1, 0, 1, 0, 'END OF STOCK FOR Light Olive', 1, 1, 1, 0, 0, 'END OF STOCK FOR Black', 1, 1, 1, 1, 0, 'END OF STOCK FOR Ash Grey', 1, 1, 1, 1, 0, 'END OF STOCK FOR Bright Orange', 1, 1, 1, 1, 0, 'END OF STOCK FOR Dark Brown', 1, 1, 1, 1, 0, 'END OF STOCK FOR Raspberry', 1, 1, 1, 1, 0, 'END OF STOCK FOR Light Slate'"
Supreme®/Yohji Yamamoto® <br>TEKKEN™ Sweater,175379,https://www.supremenewyork.com/mobile/#products/175379,https://assets.supremenewyork.com/248849/ca/hzjaOsPs6og.jpg,https://assets.supremenewyork.com/248849/rc/hzjaOsPs6og.jpg,268.00,0.00,True,11,Tops/Sweaters,Wool blend with intarsia knit graphic. Knit logos at sleeve and back hem. Original artwork from TEKKEN™. ,"Black,Olive","'https://www.supremenewyork.com/mobile/#products/175379/34950', 'https://www.supremenewyork.com/mobile/#products/175379/34951'","Small,Medium,Large,XLarge","1, 1, 0, 0, 'END OF STOCK FOR Black', 1, 1, 1, 0, 'END OF STOCK FOR Olive'"
Inverted Stripe S/S Top,175394,https://www.supremenewyork.com/mobile/#products/175394,https://assets.supremenewyork.com/245821/ca/yaP_32lUVm8.jpg,https://assets.supremenewyork.com/245821/rc/yaP_32lUVm8.jpg,88.00,0.00,True,23,Tops/Sweaters,All cotton jersey crewneck with inverted jacquard knit logo at chest.,"Green,Brown,Black,Light Blue","'https://www.supremenewyork.com/mobile/#products/175394/34988', 'https://www.supremenewyork.com/mobile/#products/175394/34989', 'https://www.supremenewyork.com/mobile/#products/175394/34990', 'https://www.supremenewyork.com/mobile/#products/175394/34991'","Small,Medium,Large,XLarge,XXL","1, 1, 1, 1, 1, 'END OF STOCK FOR Green', 1, 1, 1, 1, 1, 'END OF STOCK FOR Brown', 1, 1, 1, 1, 1, 'END OF STOCK FOR Black', 1, 1, 1, 1, 0, 'END OF STOCK FOR Light Blue'"
Phoenix S/S Top,175374,https://www.supremenewyork.com/mobile/#products/175374,https://assets.supremenewyork.com/245953/ca/QU05Nj0Vxjc.jpg,https://assets.supremenewyork.com/245953/rc/QU05Nj0Vxjc.jpg,88.00,0.00,True,24,Tops/Sweaters,All cotton jersey crewneck with embroidered logo on chest.,"Black,Lilac,White,Brown,Green","'https://www.supremenewyork.com/mobile/#products/175374/34937', 'https://www.supremenewyork.com/mobile/#products/175374/34938', 'https://www.supremenewyork.com/mobile/#products/175374/34939', 'https://www.supremenewyork.com/mobile/#products/175374/34940', 'https://www.supremenewyork.com/mobile/#products/175374/34941'","Small,Medium,Large,XLarge,XXL","1, 1, 1, 1, 0, 'END OF STOCK FOR Black', 0, 1, 0, 0, 0, 'END OF STOCK FOR Lilac', 1, 1, 1, 1, 1, 'END OF STOCK FOR White', 1, 1, 1, 1, 1, 'END OF STOCK FOR Brown', 1, 1, 1, 1, 0, 'END OF STOCK FOR Green'"
Gradient Stripe Sweater,175354,https://www.supremenewyork.com/mobile/#products/175354,https://assets.supremenewyork.com/244433/ca/m7yMWTkG6Zk.jpg,https://assets.supremenewyork.com/244433/rc/m7yMWTkG6Zk.jpg,158.00,0.00,False,9,Tops/Sweaters,Acrylic with embroidered logo on chest. ,"Multicolor,Black","'https://www.supremenewyork.com/mobile/#products/175354/34874', 'https://www.supremenewyork.com/mobile/#products/175354/34875'","Small,Medium,Large,XLarge","1, 1, 1, 1, 'END OF STOCK FOR Multicolor', 1, 1, 1, 0, 'END OF STOCK FOR Black'"
